,entidad_cvegeo,State,municipio_cvegeo,Municipality,Population,Male,Female,60 and older,60 and older males,60 and older females,65 and older,Non-spanish speakers,Disabled,Inhabited households,Dwellers per household,Dwellers per room,Households with automobile,Índice de rezago social,Poverty,Extreme poverty,Moderate poverty,Vulnerable (social lacks),Vulnerable (Income),Not poor nor vulnerable,Educational lag,Health access lag,Social security lag,Household characteristics lag,Basic services lag,Alimentary lag,At least one lag,At least three lags,People under wellness line,People under minnimum wellness line,Beds in public hospitals per (state) habitant,Beds in private hospitals per (state) habitant,Number of public hospitals per (state) habitant,People with hypertension,People with diabetes,People with obesity,Population density,Urbanization
10,01,Aguascalientes,01011,San Francisco de los Romo,61997.0,0.49526589996290143,0.5047341000370986,0.05787376808555253,0.028388470409858542,0.029485297675693984,0.03719534816200784,0.0001774279400616159,0.0360340016452409,16387.0,3.78,1.06,0.5457374748276073,-1.075474,31.3,1.8,29.5,28.4,13.7,0.5966767371601209,16.9,11.6,37.5,5.4,3.2,20.9,59.7,7.6,45.0,12.8,0.9594610778443113,0.9930912596401028,0.9814814814814815,11.875013627386272,7.188859314565602,39.30661928615592,0.00048062848245071147,0.7451328290078553
11,02,Baja California,02001,Ensenada,443807.0,0.49865594729240414,0.5013440527075959,0.12046452624676943,0.05718702048412936,0.06327750576264006,0.0793588203881417,0.0009598767031615094,0.04589156998424991,139850.0,3.15,0.86,0.7185984983911333,-0.970463,33.5,3.5,30.0,37.1,6.6,0.6570996978851964,17.9,14.5,54.2,12.6,27.9,18.3,70.6,21.5,40.1,10.5,0.8984431137724551,0.7642994858611825,0.8055555555555556,22.24915225109473,9.777336510376902,50.17371506445733,8.33951989722123e-06,0.9005964304303448
12,02,Baja California,02002,Mexicali,1049792.0,0.5041455831250381,0.4958544168749619,0.11710319758580748,0.05432695238675852,0.06277624519904895,0.07676473053709687,4.477077363896848e-05,0.04240744833262208,330356.0,3.16,0.83,0.7795892915521437,-1.240347,25.7,1.7,23.9,31.8,8.2,0.48036253776435045,11.6,15.4,41.4,8.3,10.1,14.0,57.5,10.2,33.8,8.3,0.8984431137724551,0.7642994858611825,0.8055555555555556,25.08627762467425,11.458360327655942,57.78209585055309,6.662402897431007e-05,0.9201851414375419
13,02,Baja California,02003,Tecate,108440.0,0.5268351161932866,0.4731648838067134,0.10637218738472888,0.05450018443378827,0.05187200295094061,0.0698635189966802,2.766506824050166e-05,0.03784581335300627,31140.0,3.3,0.89,0.7745985870263327,-1.024642,26.6,1.7,24.9,37.5,7.1,0.5649546827794563,14.0,11.5,44.4,11.7,17.1,13.3,64.1,11.7,33.8,8.6,0.8984431137724551,0.7642994858611825,0.8055555555555556,20.0757017326274,10.098517582298475,56.12943300380165,3.75115132060492e-05,0.8628181482847658
14,02,Baja California,02004,Tijuana,1922523.0,0.5038899404584497,0.49611005954155035,0.08805200249879976,0.04113500852785636,0.04691699397094339,0.0558672119917421,7.074037605791973e-05,0.03705287270945523,576708.0,3.31,0.93,0.6442879238713526,-1.149643,29.5,1.8,27.6,33.1,8.4,0.5619335347432024,12.7,21.0,46.3,8.4,7.3,13.9,62.6,10.2,37.9,9.5,0.8984431137724551,0.7642994858611825,0.8055555555555556,21.17583251827369,10.48406969703007,48.24778163162694,0.0017703802493104525,0.9848313908338158
15,02,Baja California,02005,Playas de Rosarito,126890.0,0.5074158720151312,0.4925841279848688,0.11263298920324691,0.0578138545196627,0.05481913468358421,0.07510442115217905,7.880841673890771e-06,0.04248561746394515,38109.0,3.31,0.94,0.7051352698837545,-0.956101,37.8,2.8,35.0,40.5,5.5,0.7552870090634441,13.5,18.9,62.4,12.2,18.5,17.0,78.3,15.3,43.3,12.3,0.8984431137724551,0.7642994858611825,0.8055555555555556,20.36846942924045,10.550030297164357,49.87380906157856,0.0002506357148932369,0.8659784064938135
16,03,Baja California Sur,03001,Comondú,73021.0,0.504019391681845,0.49598060831815505,0.13214006929513428,0.06474849700771011,0.06739157228742416,0.08831705947604114,0.00043823009819093136,0.06203694827515372,22216.0,3.26,0.94,0.7527457688152682,-0.811338,38.8,3.2,35.6,32.0,6.8,0.6601208459214502,18.3,8.2,53.7,8.1,9.7,26.1,70.8,13.4,45.6,13.6,0.9951497005988024,0.9665809768637532,0.8703703703703703,24.491553528638576,14.843324970090617,57.66512081589905,4.021470583732428e-06,0.8036044425576204
17,03,Baja California Sur,03002,Mulegé,64022.0,0.5165568085970448,0.4834431914029552,0.10529193089875355,0.053840867201899345,0.051451063696854205,0.06966355315360345,0.0005154478148136578,0.052013370403923655,19402.0,3.24,0.98,0.6836408617668281,-0.568869,27.8,2.1,25.7,39.0,7.2,0.607250755287009,23.3,8.8,47.7,22.7,20.6,13.5,66.8,20.0,35.0,9.3,0.9951497005988024,0.9665809768637532,0.8703703703703703,18.13351479229094,10.26051526117434,44.05880968896399,2.0102344481295205e-06,0.6667083190153384
18,03,Baja California Sur,03003,La Paz,292241.0,0.49891356791141556,0.5010864320885844,0.12752146344968707,0.06075122929363094,0.06677023415605614,0.08249698023206874,0.0001779353341933541,0.05267912442128243,91287.0,3.18,0.86,0.7292714187124125,-1.101218,24.3,1.7,22.5,30.0,7.2,0.41842900302114805,10.3,12.2,38.2,6.0,5.6,20.4,54.3,9.0,31.5,8.5,0.9951497005988024,0.9665809768637532,0.8703703703703703,23.859795922044608,9.724888336171606,48.45051774909917,1.8665067577998442e-05,0.9267898754794844
19,03,Baja California Sur,03008,Los Cabos,351111.0,0.5153469985275312,0.4846530014724688,0.05666299261487108,0.02826171780434108,0.028401274810530005,0.03477247935837954,0.00010822788235059568,0.03195001011076269,101934.0,3.44,1.21,0.5930405948947358,-0.758723,27.6,3.0,24.5,40.3,4.9,0.5891238670694865,14.6,15.8,43.7,21.9,15.8,23.5,67.8,19.3,32.5,7.2,0.9951497005988024,0.9665809768637532,0.8703703703703703,11.65574055188566,7.517390306587855,46.58354685898646,9.482071395733843e-05,0.9654468245084887
20,03,Baja California Sur,03009,Loreto,18052.0,0.5127963660536229,0.4872036339463771,0.11389319742964768,0.06099047196986483,0.05290272545978285,0.07123864391757145,0.00011079104808331487,0.05040992687790827,5629.0,3.18,1.04,0.7646118315864274,-0.890728,41.3,3.4,37.9,24.2,9.7,0.6238670694864048,11.1,9.1,48.7,9.4,9.3,23.1,65.5,10.0,51.0,20.2,0.9951497005988024,0.9665809768637532,0.8703703703703703,22.1199143941761,9.619057221993604,50.86600332236021,3.959901534030472e-06,0.9035563926434744
21,04,Campeche,04001,Calkiní,59232.0,0.4924702863317126,0.5075297136682874,0.12569219340896812,0.060845488924905454,0.06484670448406267,0.08966437061048083,0.017473662884927067,0.04988857374392221,15287.0,3.87,1.32,0.22731732844900895,-0.427612,58.2,12.7,45.5,24.6,3.8,0.7990936555891239,20.3,10.1,67.9,19.4,56.7,24.7,82.8,35.7,62.1,24.2,0.9951497005988024,0.9805591259640103,0.8333333333333334,23.340043535338395,14.084826397936906,43.65847560935429,2.85081488991459e-05,0.7693645326850351
22,04,Campeche,04002,Campeche,294077.0,0.48135352305688645,0.5186464769431135,0.1269089388153443,0.05762436368706155,0.06928457512828273,0.08602168819730886,0.00035364887427442475,0.0646429336534309,85297.0,3.44,0.95,0.4184906854871801,-1.14464,31.2,2.8,28.5,28.2,8.4,0.5135951661631419,13.9,9.9,41.6,10.5,13.5,17.9,59.4,12.0,39.6,9.5,0.9951497005988024,0.9805591259640103,0.8333333333333334,30.920878567463514,15.02862065820251,43.1823043659216,9.098703083465272e-05,0.9098229375299667
23,04,Campeche,04003,Carmen,248845.0,0.494456388514939,0.505543611485061,0.09569812533906649,0.04703329381743656,0.04866483152162993,0.06161265044505616,0.00018083545982438867,0.050666077277019834,72094.0,3.44,1.13,0.40021361000915473,-0.922415,29.0,3.6,25.4,41.2,3.1,0.5981873111782477,19.5,17.5,52.4,23.0,24.7,22.9,70.2,27.6,32.2,6.9,0.9951497005988024,0.9805591259640103,0.8333333333333334,26.9755692366449,14.359124915081823,50.32954810585001,2.911773114108149e-05,0.8808133577126324
24,04,Campeche,04004,Champotón,78170.0,0.4992964052705642,0.5007035947294358,0.10685685045413841,0.056134066777536136,0.050722783676602275,0.07392861711654088,0.0014711526160931304,0.05238582576435973,21470.0,3.64,1.23,0.2782487191429902,-0.446059,57.3,10.4,46.9,28.8,4.0,0.850453172205438,26.5,10.7,66.8,19.4,50.9,26.4,86.1,35.1,61.3,20.9,0.9951497005988024,0.9805591259640103,0.8333333333333334,23.57871668563722,13.415855635082188,47.28260964591477,1.1477072059364135e-05,0.6248688755276961
25,04,Campeche,04005,Hecelchakán,31917.0,0.49230817432716106,0.5076918256728389,0.1146411003540433,0.057712190995394305,0.056928909358649,0.08168060907980074,0.007926810163862518,0.05326315129868096,8291.0,3.85,1.27,0.20492099867326016,-0.453318,56.0,11.1,44.9,25.8,5.0,0.8006042296072508,19.9,13.7,63.3,17.8,55.2,19.3,81.9,33.0,61.0,23.8,0.9951497005988024,0.9805591259640103,0.8333333333333334,20.291567665348747,13.09113007995136,41.262507544341446,2.5295023879700352e-05,0.6587711877682739
26,04,Campeche,04006,Hopelchén,42140.0,0.5061224489795918,0.49387755102040815,0.1027764594209777,0.05460370194589464,0.04817275747508306,0.07486948267679165,0.007854769814902705,0.045372567631703845,10241.0,4.11,1.24,0.24431207889854506,0.036244,69.0,16.9,52.1,24.2,1.6,0.9214501510574018,31.6,11.7,82.0,14.8,72.3,18.7,93.3,41.6,70.6,32.3,0.9951497005988024,0.9805591259640103,0.8333333333333334,20.63255378584101,12.236161809456524,40.67779305720456,5.444445014884876e-06,0.37617465590887517
27,04,Campeche,04007,Palizada,8683.0,0.5093861568582287,0.49061384314177126,0.13405505009789243,0.0725555683519521,0.061499481745940346,0.09927444431648048,0.0,0.05009789243349073,2546.0,3.41,1.21,0.1814611154752553,-0.31218,60.4,15.1,45.3,29.2,2.9,0.8851963746223566,22.2,4.4,79.3,21.4,54.2,28.2,89.5,37.1,63.3,26.3,0.9951497005988024,0.9805591259640103,0.8333333333333334,22.212085274480994,12.589376756657275,44.220640559736566,4.003160061573509e-06,0.40135897731198894
28,04,Campeche,04008,Tenabo,11452.0,0.5061997904296193,0.49380020957038073,0.1111596227733147,0.05990220048899755,0.05125742228431715,0.08085923856095005,0.0017464198393293748,0.0661893119105833,3066.0,3.74,1.34,0.21885192433137637,-0.34409,55.1,8.9,46.2,32.5,3.1,0.8610271903323263,21.3,5.7,67.4,22.4,60.5,22.5,87.7,33.9,58.2,19.8,0.9951497005988024,0.9805591259640103,0.8333333333333334,29.324825654354925,16.12330037525591,44.37840271332957,1.0972450650490616e-05,0.7638840377226686
29,04,Campeche,04009,Escárcega,59923.0,0.49176443101980877,0.5082355689801913,0.09871001118101563,0.051582864676334626,0.04712714650468101,0.06825425963319594,0.0023697077916659715,0.05655591342222519,16833.0,3.56,1.31,0.2644804847620745,-0.379536,59.1,11.3,47.8,32.1,2.2,0.9003021148036254,27.1,9.0,80.2,23.9,52.3,36.1,91.2,43.4,61.3,19.8,0.9951497005988024,0.9805591259640103,0.8333333333333334,21.255980679015305,13.350658205951197,39.53330418323347,1.2589347848710818e-05,0.5897234784640288
30,04,Campeche,04010,Calakmul,31714.0,0.507693763006874,0.4923062369931261,0.08072144794097244,0.045784196254020304,0.03493725168695214,0.05688339534590402,0.009396481049378824,0.0540455319417292,8037.0,3.95,1.55,0.22160009953962923,0.317074,74.3,23.5,50.8,23.9,0.4,0.9788519637462235,24.5,8.5,90.1,28.6,80.9,30.7,98.2,52.6,74.7,37.6,0.9951497005988024,0.9805591259640103,0.8333333333333334,16.18471149176748,11.100916162110554,36.80811544114987,2.273714425106969e-06,0.1806457715835278
31,04,Campeche,04011,Candelaria,46913.0,0.5046362415535139,0.49536375844648606,0.10240231918657941,0.056253064182635946,0.04614925500394347,0.0706414000383689,0.002110289258840833,0.053396713064608956,13289.0,3.53,1.38,0.2224396117089322,0.414902,67.6,17.9,49.7,29.2,0.8,0.9637462235649547,31.3,11.8,88.2,26.2,63.7,35.2,96.8,50.2,68.4,27.7,0.9951497005988024,0.9805591259640103,0.8333333333333334,22.205859895915246,13.556329184425971,50.95526348968485,8.287462923853065e-06,0.23705582674312026
32,05,Coahuila de Zaragoza,05002,Acuña,163058.0,0.5025389738620614,0.49746102613793863,0.07236688785585497,0.035110206184302516,0.03725668167155245,0.0453028983551865,6.132787106428387e-06,0.03867948828024384,47231.0,3.45,0.98,0.5903537930596431,-1.186766,25.2,1.6,23.6,20.2,21.5,0.5,16.1,9.4,22.2,9.1,3.0,10.5,45.4,4.9,46.6,11.2,0.8838922155688622,0.902474293059126,0.6574074074074074,18.54115508465555,12.044212905446132,43.22513866453515,1.421844778682822e-05,0.9826258141274884
33,05,Coahuila de Zaragoza,05003,Allende,23056.0,0.4964434420541291,0.503556557945871,0.12014226231783484,0.057642262317834835,0.0625,0.07863462873004858,0.0,0.043979875086745314,6850.0,3.36,0.83,0.743065693430657,-1.221814,28.1,1.3,26.8,21.4,19.5,0.5317220543806647,14.1,6.8,29.7,3.6,4.0,15.2,49.5,4.6,47.6,11.6,0.8838922155688622,0.902474293059126,0.6574074074074074,20.55475374115196,11.2069764940485,36.88678064303755,9.050246942625706e-05,0.9271339347675226
34,05,Coahuila de Zaragoza,05004,Arteaga,29578.0,0.505612279396849,0.494387720603151,0.11265129488133072,0.058252755426330384,0.05439853945500034,0.07803096896341875,0.0,0.04286970045303942,8633.0,3.42,0.84,0.6862041005444226,-1.049694,41.0,4.7,36.3,28.6,10.3,0.6963746223564955,20.8,15.2,51.9,8.9,7.6,18.6,69.7,12.9,51.3,21.2,0.8838922155688622,0.902474293059126,0.6574074074074074,20.797757535766134,12.51707917258315,42.53399383358784,1.850248751424862e-05,0.6122793968490094
35,05,Coahuila de Zaragoza,05006,Castaños,29128.0,0.5010985992859105,0.49890140071408956,0.11727547377094205,0.058225762153254604,0.05904971161768745,0.07700494369678659,0.0,0.03299230980499863,8379.0,3.47,0.86,0.6337271750805585,-1.165801,23.2,1.5,21.7,20.7,19.0,0.44108761329305135,12.0,8.5,20.1,4.4,11.3,13.8,43.9,5.8,42.2,8.7,0.8838922155688622,0.902474293059126,0.6574074074074074,20.4392286456698,13.896759213367044,66.9743248291525,8.790580732121224e-06,0.9377231529799506
36,05,Coahuila de Zaragoza,05007,Cuatro Ciénegas,12715.0,0.500589854502556,0.49941014549744395,0.13118364136846244,0.06417616987809674,0.0670074714903657,0.09579237121510027,0.0,0.055760912308297286,3776.0,3.36,0.87,0.6247351694915254,-0.773303,39.2,3.7,35.5,28.3,11.8,0.6873111782477341,18.2,3.9,54.8,10.0,15.6,11.0,67.4,11.8,51.0,14.1,0.8838922155688622,0.902474293059126,0.6574074074074074,21.31975446462926,11.848895689359834,39.18425958986338,1.1984802162464384e-06,0.8175383405426662
37,05,Coahuila de Zaragoza,05009,Francisco I. Madero,59035.0,0.49490979927161854,0.5050902007283815,0.11047683577538749,0.05491657491318709,0.05556026086220039,0.07315998983653765,1.693910392140256e-05,0.052104683662234266,15897.0,3.71,0.97,0.4896521356230735,-1.02787,35.6,3.1,32.5,28.5,15.3,0.6888217522658611,17.6,11.7,42.1,7.9,8.6,20.4,64.1,10.0,50.9,17.5,0.8838922155688622,0.902474293059126,0.6574074074074074,21.61859923955648,12.494005471388638,38.32969166417936,2.1218473478742547e-05,0.601050224443127
38,05,Coahuila de Zaragoza,05010,Frontera,82409.0,0.5000546056862721,0.49994539431372786,0.11268186727177856,0.05478770522637091,0.05789416204540766,0.07303813903821185,0.0,0.04247108932276814,23366.0,3.52,0.86,0.6298039887015321,-1.300759,18.4,1.2,17.2,26.5,11.4,0.33987915407854985,11.0,9.6,23.5,6.0,4.4,16.0,44.9,5.5,29.8,6.5,0.8838922155688622,0.902474293059126,0.6574074074074074,18.93262379857229,11.154227692378742,43.92399334731606,0.00018339076392961693,0.9444478151658192
39,05,Coahuila de Zaragoza,05011,General Cepeda,11898.0,0.5119347789544462,0.4880652210455539,0.14968902336527148,0.08211464111615398,0.06757438224911749,0.11119515885022693,0.0,0.04362077660110943,3402.0,3.49,0.95,0.525867136978248,-0.91883,47.8,3.4,44.4,18.6,21.4,0.8157099697885196,18.3,5.6,51.9,6.3,8.8,10.5,66.4,7.6,69.2,30.2,0.8838922155688622,0.902474293059126,0.6574074074074074,23.86543941974409,12.7180191388597,43.80628625082296,4.560692249407248e-06,0.46520423600605143
40,05,Coahuila de Zaragoza,05014,Jiménez,9502.0,0.5111555462007998,0.48884445379920016,0.12239528520311513,0.06482845716691223,0.0575668280362029,0.08419280151547043,0.0,0.04777941486002947,2727.0,3.43,0.94,0.6828016134946828,-0.72267,44.7,5.2,39.4,29.3,11.9,0.7870090634441088,27.6,13.6,40.2,15.9,27.9,12.6,74.0,16.9,56.6,21.7,0.8838922155688622,0.902474293059126,0.6574074074074074,21.363910605645568,11.378996048542271,42.31900396201722,4.324610231841712e-06,0.34761102925699855
41,05,Coahuila de Zaragoza,05017,Matamoros,118337.0,0.49597336420561616,0.5040266357943838,0.1098473005061815,0.0546574613181,0.0551898391880815,0.07414418144789879,6.760353904526902e-05,0.05338989496100121,31201.0,3.78,0.98,0.44392807922822985,-1.039603,35.7,3.6,32.1,24.4,17.1,0.6555891238670695,16.2,17.6,37.2,7.1,9.0,21.0,60.1,11.4,52.8,17.5,0.8838922155688622,0.902474293059126,0.6574074074074074,22.451804410406712,12.349549253091824,40.0098221970625,0.00014775782630562596,0.6531008898315827
42,05,Coahuila de Zaragoza,05018,Monclova,237951.0,0.49614416413463275,0.5038558358653672,0.12976200982555233,0.06303398598871196,0.06672802383684036,0.08472752793642388,8.405091804615235e-06,0.05023723371618526,69886.0,3.4,0.77,0.6804653292504936,-1.355182,17.7,1.0,16.6,20.5,15.6,0.3021148036253777,9.8,10.1,22.2,4.5,2.7,10.0,38.1,4.0,33.3,7.1,0.8838922155688622,0.902474293059126,0.6574074074074074,20.43346838476848,13.735641662078685,41.139414848294976,0.0001922898759250502,0.9967136091043954
43,05,Coahuila de Zaragoza,05019,Morelos,7928.0,0.4963420787083754,0.5036579212916246,0.1282795156407669,0.06294147325933401,0.0653380423814329,0.0874117053481332,0.0,0.043642785065590314,2332.0,3.38,0.86,0.7585763293310464,-1.278062,38.1,4.6,33.5,16.2,24.0,0.6722054380664653,12.4,6.8,36.7,6.8,13.7,15.9,54.3,10.5,62.1,23.2,0.8838922155688622,0.902474293059126,0.6574074074074074,20.49043811547393,11.300913859635084,39.44280253159052,1.24655162738905e-05,0.8476286579212916
44,05,Coahuila de Zaragoza,05020,Múzquiz,71627.0,0.5005933516690634,0.4994066483309367,0.13091432001898726,0.06441704943666494,0.06649727058232231,0.08975665600960532,0.0,0.05834392058860485,20657.0,3.47,0.88,0.6147552887640994,-1.098356,27.6,1.8,25.8,21.7,19.8,0.5332326283987916,15.9,6.6,28.6,7.6,9.4,8.7,49.3,6.2,47.4,11.6,0.8838922155688622,0.902474293059126,0.6574074074074074,21.16064195830166,14.031283074374723,31.787940188815984,8.683324029299618e-06,0.9388498750471191
45,05,Coahuila de Zaragoza,05021,Nadadores,6539.0,0.4959473925676709,0.504052607432329,0.14100015292858234,0.0753937910995565,0.06560636182902585,0.09328643523474538,0.0,0.07417036244074017,1973.0,3.31,0.82,0.6634566649771921,-1.16147,20.8,1.4,19.4,23.8,11.4,0.33534743202416917,11.2,6.4,24.3,3.2,5.6,17.5,44.6,4.7,32.2,9.6,0.8838922155688622,0.902474293059126,0.6574074074074074,23.976286712507363,11.419589504970972,43.60863095265464,9.121320681445184e-06,0.6921547637253402
46,05,Coahuila de Zaragoza,05022,Nava,33129.0,0.5010413836819705,0.4989586163180295,0.09683358990612455,0.04965438135772284,0.0471792085484017,0.05928340728666727,0.0,0.04428144525944037,9372.0,3.53,0.89,0.706145966709347,-1.227345,22.3,1.4,21.0,23.8,15.4,0.419939577039275,16.2,9.0,23.6,6.7,5.6,11.7,46.1,6.2,37.8,7.3,0.8838922155688622,0.902474293059126,0.6574074074074074,18.75243799032348,9.309792573152093,43.16108458794369,3.6511238085771065e-05,0.9723505086178272
47,05,Coahuila de Zaragoza,05023,Ocampo,9642.0,0.5177349097697573,0.48226509023024267,0.12310723916199959,0.0651317154117403,0.05797552375025928,0.0880522713130056,0.0,0.05496784899398465,2663.0,3.57,0.93,0.6725497559143823,-0.43041,39.6,4.6,35.0,24.6,15.5,0.6933534743202416,20.4,10.1,46.9,7.7,18.5,11.4,64.2,13.8,55.1,18.9,0.8838922155688622,0.902474293059126,0.6574074074074074,20.85833015136494,11.075859880891192,44.40885693168951,3.7216809106487705e-07,0.37865588052271315
48,05,Coahuila de Zaragoza,05024,Parras,44472.0,0.506700845475805,0.493299154524195,0.1338370210469509,0.06772800863464652,0.06610901241230437,0.0922602986148588,2.2486058643640943e-05,0.07123583378305451,12719.0,3.48,0.88,0.5158424404434311,-1.026923,36.1,3.6,32.5,21.1,17.3,0.6132930513595166,13.3,8.2,39.7,5.7,9.9,19.8,57.2,9.2,53.3,17.8,0.8838922155688622,0.902474293059126,0.6574074074074074,21.549636048720064,13.604596829151712,41.66851565622298,4.226326412254281e-06,0.7824698686814175
49,05,Coahuila de Zaragoza,05025,Piedras Negras,176327.0,0.5031050264565268,0.49689497354347323,0.09663863163327227,0.04619258536696025,0.05044604626631202,0.06134624873105083,0.0,0.03773103381784979,51705.0,3.38,0.87,0.6641524030557973,-1.295353,28.4,1.9,26.5,19.4,20.9,0.527190332326284,12.7,11.9,26.1,7.5,2.6,16.4,47.8,6.1,49.3,13.3,0.8838922155688622,0.902474293059126,0.6574074074074074,18.239837801179053,11.77207470569944,41.42093196218441,0.0003741131284018407,0.9865704061204467
