"cve_sun","nom_ciudad","municipio_cvegeo"
"","","20233"
"","","20234"
"","","20239"
"","","20240"
"","","20242"
"","","20243"
"","","20244"
"","","20245"
"","","20246"
"","","20247"
"","","20248"
"","","20359"
"","","20249"
"","","20250"
"","","20252"
"","","20255"
"","","20256"
"","","20281"
"","","20257"
"","","20258"
"","","20259"
"","","20260"
"","","20265"
"","","20268"
"","","20270"
"","","20271"
"","","20274"
"","","20280"
"","","20282"
"","","20283"
"","","20284"
"","","20285"
"","","20286"
"","","20287"
"","","20289"
"","","20290"
"32","Oaxaca","20293"
"","","20294"
"","","20295"
"","","20296"
"","","20297"
"","","20298"
"","","20299"
"","","20300"
"","","20301"
"","","20302"
"","","20304"
"","","20305"
"","","20307"
"","","20308"
"","","20310"
"","","20311"
"","","20367"
"","","20312"
"","","20368"
"","","20313"
"","","20314"
"","","20315"
"","","20380"
"","","20316"
"","","20395"
"","","20317"
"","","20400"
"","","20319"
"","","20321"
"","","20418"
"","","20322"
"","","20323"
"","","20325"
"","","20326"
"","","20335"
"","","20336"
"32","Oaxaca","20338"
"","","20339"
"","","20341"
"","","20342"
"","","20343"
"","","20344"
"","","20345"
"","","20346"
"","","20347"
"","","20348"
"","","20349"
"","","20419"
"32","Oaxaca","20350"
"","","20421"
"","","20352"
"","","20422"
"","","20353"
"","","20354"
"","","20423"
"","","20355"
"","","20356"
"","","20358"
"","","20360"
"","","20361"
"","","20362"
"","","20363"
"","","20365"
"","","20369"
"","","20370"
"","","20371"
"","","20372"
"","","20373"
"","","20374"
"32","Oaxaca","20375"
"","","20376"
"","","20379"
"","","20381"
"","","20382"
"","","20383"
"","","20430"
"","","20384"
"","","20387"
"","","20432"
"","","20388"
"32","Oaxaca","20390"
"","","20391"
"","","20440"
"","","20392"
"","","20393"
"","","20396"
"","","20398"
"32","Oaxaca","20399"
"","","20402"
"32","Oaxaca","20403"
"","","20404"
"","","20405"
"","","20408"
"32","Oaxaca","20409"
"","","20411"
"","","20412"
"","","20414"
"","","20415"
"","","20416"
"","","20420"
"","","20425"
"","","20428"
"","","20429"
"","","20431"
"","","20433"
"","","20434"
"","","20436"
"","","20445"
"","","20438"
"","","20439"
"","","20442"
"","","20443"
"","","20451"
"","","20444"
"","","20446"
"","","20448"
"","","20479"
"","","20449"
"","","20452"
"","","20486"
"","","20453"
"","","20493"
"","","20454"
"","","20455"
"","","20456"
"","","20458"
"","","20461"
"","","20462"
"","","20463"
"","","20464"
"","","20503"
"","","20465"
"","","20466"
"","","20471"
"","","20506"
"","","20472"
"","","20473"
"","","20474"
"","","20508"
"","","20475"
"","","20476"
"","","20478"
"","","20480"
"","","20483"
"","","20485"
"","","20487"
"","","20489"
"","","20490"
"","","20491"
"","","20492"
"","","20494"
"","","20496"
"","","20497"
"","","20499"
"","","20501"
"","","20504"
"","","20505"
"","","20507"
"","","20509"
"","","20510"
"","","20514"
"","","20511"
"","","20516"
"","","20512"
"","","20518"
"32","Oaxaca","20519"
"","","20520"
"","","20521"
"","","20547"
"","","20549"
"","","20522"
"","","20523"
"","","20524"
"","","20525"
"","","20526"
"","","21062"
"","","21063"
"","","21064"
"","","21065"
"","","21066"
"","","21067"
"","","20527"
"","","20528"
"","","20529"
"","","20530"
"","","20531"
"","","20532"
"","","20533"
"34","Puebla-Tlaxcala","21136"
"","","21137"
"","","20534"
"","","21139"
"","","20535"
"","","20536"
"","","20561"
"","","20538"
"","","20562"
"32","Oaxaca","20539"
"","","22002"
"","","22003"
"","","22004"
"","","22005"
"36","Querétaro","22006"
"","","22007"
"36","Querétaro","22008"
"","","22009"
"","","22010"
"36","Querétaro","22011"
"","","22012"
"","","22013"
"36","Querétaro","22014"
"","","22015"
"301","San Juan del Río","22016"
"","","22017"
"","","20540"
"","","21058"
"","","21059"
"34","Puebla-Tlaxcala","21060"
"","","21061"
"","","20541"
"","","24033"
"","","24034"
"38","San Luis Potosí-Soledad de Graciano Sánchez","24035"
"","","24036"
"","","24037"
"","","24038"
"","","24039"
"","","24040"
"","","24041"
"","","24042"
"","","24043"
"","","21113"
"34","Puebla-Tlaxcala","21114"
"","","21115"
"","","21116"
"","","20542"
"","","21175"
"","","20544"
"","","26001"
"","","21201"
"","","21202"
"","","21203"
"","","21204"
"","","20545"
"","","22001"
"","","20546"
"","","24023"
"","","20550"
"","","26011"
"","","25018"
"","","20551"
"","","26014"
"","","26015"
"","","20552"
"","","26048"
"32","Oaxaca","20553"
"","","20554"
"42","Tampico","28038"
"","","20555"
"","","28031"
"","","20557"
"","","29014"
"34","Puebla-Tlaxcala","29015"
"","","29016"
"","","20558"
"34","Puebla-Tlaxcala","29017"
"","","20559"
"","","20560"
"47","Veracruz","30011"
"","","30012"
"","","30013"
"","","20563"
"","","30079"
"","","20564"
"","","30164"
"","","30165"
"","","30166"
"","","30167"
"","","30168"
"","","30169"
"","","30170"
"32","Oaxaca","20565"
"","","20567"
"","","20569"
"","","21016"
"","","21017"
"","","21018"
"","","21019"
"","","21020"
"","","21021"
"","","21028"
"","","21029"
"","","21030"
"34","Puebla-Tlaxcala","21034"
"","","21038"
"","","21039"
"","","21040"
"34","Puebla-Tlaxcala","21041"
"","","21042"
"","","21043"
"","","21044"
"","","21045"
"","","21046"
"","","21047"
"34","Puebla-Tlaxcala","21048"
"","","21049"
"","","21050"
"","","21051"
"","","21052"
"","","21053"
"59","Teziutlán","21054"
"","","21055"
"","","21056"
"","","21057"
"","","21080"
"","","21085"
"","","21086"
"","","21087"
"","","21088"
"","","21089"
"34","Puebla-Tlaxcala","21090"
"","","21091"
"","","21095"
"","","21097"
"","","21098"
"","","21099"
"","","21100"
"","","21101"
"","","21102"
"","","21103"
"","","21104"
"","","21105"
"34","Puebla-Tlaxcala","21106"
"","","21107"
"","","21108"
"","","21109"
"","","21110"
"","","21111"
"","","21112"
"","","21117"
"","","21118"
"34","Puebla-Tlaxcala","21125"
"34","Puebla-Tlaxcala","21132"
"","","21133"
"","","21144"
"","","31045"
"","","21151"
"","","21166"
"","","21167"
"","","21168"
"","","21169"
"","","21170"
"","","32028"
"","","32029"
"","","21171"
"","","21172"
"","","21173"
"59","Teziutlán","21174"
"34","Puebla-Tlaxcala","21181"
"","","26028"
"","","21182"
"","","21183"
"","","21184"
"","","21185"
"","","21186"
"","","21187"
"","","21188"
"","","21189"
"","","21190"
"","","21191"
"","","21192"
"","","21193"
"","","21194"
"","","21195"
"","","21196"
"","","21197"
"","","21198"
"","","21199"
"","","21200"
"","","21214"
"","","21215"
"","","21216"
"","","21217"
"","","23006"
"","","23009"
"","","24001"
"","","24002"
"","","24003"
"","","24004"
"40","Guaymas","26029"
"","","26030"
"","","32016"
"56","Zacatecas-Guadalupe","32017"
"","","24005"
"","","24006"
"","","26053"
"","","24007"
"","","24014"
"","","24018"
"","","24020"
"","","24021"
"","","24022"
"","","24044"
"","","24045"
"","","24048"
"","","26063"
"","","24049"
"","","24050"
"","","24055"
"","","24056"
"","","28026"
"","","24058"
"","","25002"
"","","25003"
"","","25004"
"","","25005"
"","","25006"
"","","25007"
"","","25008"
"","","25009"
"","","25010"
"","","25011"
"","","25012"
"","","25013"
"","","25014"
"","","25015"
"","","25016"
"","","25017"
"","","26005"
"","","28028"
"","","26007"
"","","26009"
"","","26010"
"","","26019"
"","","26020"
"","","26021"
"","","26023"
"","","26027"
"","","26031"
"","","26032"
"","","26034"
"","","26035"
"","","26037"
"","","26038"
"","","26039"
"","","26041"
"","","26043"
"","","26044"
"","","26046"
"","","26047"
"","","26050"
"","","26054"
"","","26055"
"","","28036"
"","","28037"
"","","26056"
"","","26057"
"","","26059"
"","","26060"
"","","26061"
"","","30047"
"51","Minatitlán","30048"
"","","30049"
"","","30050"
"","","30051"
"","","30052"
"","","30053"
"","","30054"
"","","30055"
"","","30056"
"","","30057"
"","","30058"
"51","Minatitlán","30059"
"","","30060"
"","","30061"
"","","30062"
"","","30063"
"","","26065"
"48","Xalapa","30093"
"","","30094"
"","","30095"
"","","26066"
"","","26067"
"","","30174"
"49","Poza Rica","30175"
"","","30176"
"","","30177"
"","","30178"
"","","30179"
"","","30180"
"","","30181"
"48","Xalapa","30182"
"","","30183"
"","","30184"
"","","26068"
"","","26070"
"","","27006"
"","","27007"
"","","27008"
"","","27009"
"","","27010"
"","","27011"
"","","27012"
"41","Villahermosa","27013"
"","","27014"
"","","27015"
"","","27016"
"","","27017"
"","","28001"
"","","28002"
"42","Tampico","28003"
"","","28004"
"","","28006"
"42","Tampico","28009"
"","","28017"
"","","28018"
"","","28019"
"","","28029"
"","","28030"
"","","28040"
"","","28041"
"","","28042"
"","","28043"
"46","Tlaxcala-Apizaco","29001"
"46","Tlaxcala-Apizaco","29002"
"","","29003"
"","","29004"
"46","Tlaxcala-Apizaco","29005"
"","","29006"
"","","29007"
"","","29008"
"46","Tlaxcala-Apizaco","29009"
"46","Tlaxcala-Apizaco","29010"
"","","29011"
"","","29012"
"","","29013"
"34","Puebla-Tlaxcala","29019"
"34","Puebla-Tlaxcala","29027"
"46","Tlaxcala-Apizaco","29035"
"34","Puebla-Tlaxcala","29042"
"","","29045"
"","","29047"
"46","Tlaxcala-Apizaco","29048"
"46","Tlaxcala-Apizaco","29049"
"34","Puebla-Tlaxcala","29051"
"34","Puebla-Tlaxcala","29053"
"34","Puebla-Tlaxcala","29054"
"34","Puebla-Tlaxcala","29056"
"34","Puebla-Tlaxcala","29057"
"34","Puebla-Tlaxcala","29058"
"34","Puebla-Tlaxcala","29059"
"46","Tlaxcala-Apizaco","29060"
"","","30002"
"54","Acayucan","30003"
"","","30004"
"","","30005"
"","","30006"
"","","30007"
"","","30008"
"","","30009"
"","","30010"
"","","30018"
"50","Orizaba","30030"
"","","30031"
"49","Poza Rica","30033"
"","","30034"
"","","30035"
"","","30036"
"","","30037"
"48","Xalapa","30038"
"52","Coatzacoalcos","30039"
"49","Poza Rica","30040"
"","","30041"
"","","30042"
"","","30043"
"53","Córdoba","30044"
"","","30064"
"50","Orizaba","30074"
"","","30075"
"","","30076"
"","","30077"
"","","30078"
"","","30096"
"","","30098"
"","","30107"
"51","Minatitlán","30108"
"","","30109"
"","","30110"
"","","30111"
"","","30112"
"","","30113"
"50","Orizaba","30115"
"54","Acayucan","30116"
"","","30119"
"51","Minatitlán","30120"
"","","30126"
"","","30127"
"","","30128"
"","","30129"
"","","30130"
"49","Poza Rica","30131"
"42","Tampico","30133"
"","","30134"
"50","Orizaba","30135"
"48","Xalapa","30136"
"50","Orizaba","30138"
"","","30140"
"","","30141"
"","","30142"
"","","30143"
"","","30144"
"54","Acayucan","30145"
"","","30146"
"","","30147"
"","","30148"
"","","30149"
"","","30150"
"","","30151"
"","","30152"
"","","30153"
"","","30154"
"","","30155"
"","","30156"
"","","30157"
"","","30158"
"","","30159"
"","","30160"
"","","30161"
"","","30162"
"","","30163"
"50","Orizaba","30185"
"","","30190"
"","","30192"
"47","Veracruz","30193"
"","","30194"
"","","30197"
"","","30198"
"51","Minatitlán","30199"
"52","Coatzacoalcos","30206"
"","","31001"
"","","31002"
"","","31003"
"","","31004"
"","","31005"
"","","31007"
"","","31009"
"","","31010"
"","","31012"
"55","Mérida","31013"
"","","31014"
"","","31015"
"","","31016"
"","","31018"
"","","31020"
"","","31022"
"","","31023"
"","","31024"
"","","31025"
"","","31026"
"","","31027"
"","","31031"
"","","31033"
"","","31034"
"","","31035"
"","","31037"
"","","31038"
"","","31039"
"","","31043"
"","","31044"
"","","31073"
"","","31046"
"","","31049"
"","","31051"
"","","31053"
"","","31054"
"","","31055"
"","","31060"
"","","31062"
"","","31063"
"","","31064"
"","","31066"
"","","31068"
"","","31069"
"","","31083"
"","","31070"
"","","31072"
"","","32018"
"","","32019"
"","","32020"
"","","32021"
"","","32022"
"","","32023"
"","","32024"
"","","32025"
"","","32026"
"","","32027"
"","","31074"
"","","31075"
"","","31076"
"","","31077"
"","","31078"
"","","31080"
"","","31082"
"","","31086"
"","","32057"
"","","31087"
"","","31088"
"","","31090"
"","","31094"
"","","31095"
"","","31097"
"55","Mérida","31100"
"","","31103"
"","","31105"
"","","31106"
"","","32005"
"","","32006"
"","","32007"
"","","32008"
"","","32009"
"","","32010"
"","","32011"
"","","32012"
"","","32013"
"","","32014"
"","","32015"
"","","32041"
"","","32053"
"","","32054"
"56","Zacatecas-Guadalupe","32056"
"","","32058"
"","","23010"
"13","Valle de México","09003"
"13","Valle de México","09010"
"13","Valle de México","09014"
"13","Valle de México","09015"
